sentiment,id,date,query,user,tweet
Positive,1990059236,Mon Jun 01 03:44:46 PDT 2009,NO_QUERY,woahsara,watching desperate housewives 
Negative,2267275206,Sun Jun 21 09:54:49 PDT 2009,NO_QUERY,igby0315,I don't wanna get out of beeeeed! 
Positive,2063206911,Sun Jun 07 01:45:38 PDT 2009,NO_QUERY,ChipRPI,Calling RIVER CREEPERS. Attempting to find the dizmeister! Be she around twitter? 
Positive,1966559740,Fri May 29 17:59:30 PDT 2009,NO_QUERY,SueySays,@riotxjess Right! Welcome!  #BEAtwittyparty
Positive,1827508742,Sun May 17 10:51:37 PDT 2009,NO_QUERY,lesley007,"@nic_draisey1 Yeah,not half!!  xx"
Negative,2018151775,Wed Jun 03 09:31:07 PDT 2009,NO_QUERY,spacepoop,oh God.................... i wanna see this 
Negative,1971579791,Sat May 30 07:25:30 PDT 2009,NO_QUERY,FOXY_,Bah! Loads of bbq's around here and i gotta go to work 
Positive,2014438488,Wed Jun 03 01:31:51 PDT 2009,NO_QUERY,shique,@JackieCupcake Oh really! Weeeeeeeeeeeeeeeeeeee! *Checks mailbox*. *Checks mailbox again*.... 
Negative,2191045158,Tue Jun 16 04:23:19 PDT 2009,NO_QUERY,barnarl,"after 10 years, I'm back doing what I quit doing for BTM, FX rate reports. "
Negative,2177246212,Mon Jun 15 05:44:59 PDT 2009,NO_QUERY,home4allseasons,Never did get round to this at weekend  http://tinyurl.com/lhlgat
Negative,2204063891,Wed Jun 17 01:13:46 PDT 2009,NO_QUERY,redvers,@coy0te but that means I can't have any for me 
Negative,2286741130,Mon Jun 22 16:51:42 PDT 2009,NO_QUERY,brihana25,"@nikki9696 I dared to mention to my MIL that I can't stand them and that I think they're exploiting their kids. Yeah, I got a lecture.  "
Positive,2052934152,Sat Jun 06 02:36:25 PDT 2009,NO_QUERY,HelloLizzi,"@shaundiviney awwwwwwww, he's a cute dead person "
Negative,2060418087,Sat Jun 06 18:52:09 PDT 2009,NO_QUERY,piinkytuita,@brian_littrell brian at least say hello please... 
Negative,2226546335,Thu Jun 18 12:05:09 PDT 2009,NO_QUERY,ThisIsAnfield22,"All around the world, you gotta spread the word. Thanks ATT for abusing this song  â« http://blip.fm/~8gl9a"
Negative,1694619671,Mon May 04 03:26:16 PDT 2009,NO_QUERY,BiancaTaylorxx,naww that movie is actually kinda sad 
Positive,1686042579,Sun May 03 03:27:13 PDT 2009,NO_QUERY,WParenthetical,"@challyzatb yup; almost all. Due for more painkillers about now, actually. And puttanesca "
Negative,2067230742,Sun Jun 07 11:59:02 PDT 2009,NO_QUERY,XNatalieNinjaX,as well as coursework i have to tidy the house (fun fun) its all my mess 
Negative,1559225844,Sun Apr 19 10:35:33 PDT 2009,NO_QUERY,elindblad,is hungry. but there's no food in the house and I'm too lazy to go outside. 
Positive,1932697983,Tue May 26 22:01:05 PDT 2009,NO_QUERY,mattitudeaddict,@matthardydotorg hi i just wanted to say i love your site and thanks for keeping us updated on all the matt hardy news! matt rocks! 
Positive,1993371957,Mon Jun 01 10:16:12 PDT 2009,NO_QUERY,KaiPhoenix,@samwilliams1988 currently on the train heading back to bath as soon as I get back to where I live I'll direct message it to you 
Positive,1676397518,Fri May 01 21:55:45 PDT 2009,NO_QUERY,gauwed,"@kissability i'd recommend uluru, it's amazing! That should be my next summer destination "
Negative,1979436285,Sun May 31 03:02:19 PDT 2009,NO_QUERY,inararadio,Stream is now offline 
Positive,1965769339,Fri May 29 16:30:37 PDT 2009,NO_QUERY,Jade15Lee,these are all the question I replied to my girls about 
Positive,1557015915,Sun Apr 19 01:32:33 PDT 2009,NO_QUERY,fate28,@janinaDC chilling in the sun. hopefully 
Negative,2174392681,Sun Jun 14 22:27:32 PDT 2009,NO_QUERY,ShaRhonda127,@therealchandon I'm missing out on the fun!  If I had knwn earlier I wld hav came out there.
Positive,1556468873,Sat Apr 18 22:57:32 PDT 2009,NO_QUERY,fanihiman95376,"@JIMSALEMNH Well, Teepees (or Tipis) are more conical without the straight sides. Yurts could be considered &quot;flattened&quot; tipis. "
Negative,2208473028,Wed Jun 17 09:14:29 PDT 2009,NO_QUERY,Buckeroosky,"Animal rescue...you win a few, you lose a few, but losing this one bites big time. "
Negative,1573467448,Tue Apr 21 01:18:30 PDT 2009,NO_QUERY,XxTheTruthxX,Pharmacology + Psychology exams + same day = brutal + no sleep for me tonight 
Negative,2324143370,Thu Jun 25 02:24:04 PDT 2009,NO_QUERY,shaunelleyan,wanted to watch transformers today.bt bb didnt want to catch de midnight session 
Positive,1989953452,Mon Jun 01 03:23:18 PDT 2009,NO_QUERY,audiohawk,E3 is go! Waiting on the microsoft conference starting  stuck in the office at the mo. Mucho salt n vinegar walkers 
Negative,2001921834,Tue Jun 02 02:32:14 PDT 2009,NO_QUERY,prettyfacepinky,Sleeping with my make up on tonight. I know I'll regret it tomorrow but I'm too tired to move 
Positive,2051545503,Fri Jun 05 22:16:20 PDT 2009,NO_QUERY,tweeteradder3,@amazingjourney Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
Positive,2178908093,Mon Jun 15 08:22:35 PDT 2009,NO_QUERY,ClosetCravings,Neck hurts. Think I slept weird last night. 
Positive,2015666726,Wed Jun 03 05:14:18 PDT 2009,NO_QUERY,dancing_angel,wanna go to her fave city &quot;soon&quot;  only ? days left  =D
Negative,1468574354,Tue Apr 07 02:30:05 PDT 2009,NO_QUERY,RedVelvetHeart,"just been given ma marching orders, gotta go do some work, yay  "
Positive,1970378548,Sat May 30 03:37:29 PDT 2009,NO_QUERY,Christian0386,"http://twitpic.com/68ysi - Brother, May ( bros girl) and mother dearest looking oh so pretty  xx"
Positive,1835770363,Mon May 18 06:42:53 PDT 2009,NO_QUERY,MaikiChicki,"I'm a Joker then a Smoker .. *singing*  They call me Lady Bump,Lady Bump, it's no lie Ahhh  *singing too*  &lt;3"
Positive,2192203372,Tue Jun 16 06:40:35 PDT 2009,NO_QUERY,Stella_Plo0mz,"Waiting for my package, can't wait to c Bilu's face! "
Negative,1978062478,Sat May 30 22:20:47 PDT 2009,NO_QUERY,nckosmn,Ohh bummer. It's just going to be another Sunday today 
Negative,2301462150,Tue Jun 23 15:28:24 PDT 2009,NO_QUERY,jazzychad,"@nogoth yes, it's down... working on fix, but might be a few days "
Negative,2326965625,Thu Jun 25 07:44:39 PDT 2009,NO_QUERY,XEl_FerminatorX,"shaq aint nobody watch i'll show you,,he's soft in the middle,, "
Negative,2259136066,Sat Jun 20 17:04:30 PDT 2009,NO_QUERY,princessizzie12,About to leave six flags sad face i wanna stay longer! But my day is coming to pick me up! 
Positive,1989114618,Mon Jun 01 00:23:36 PDT 2009,NO_QUERY,Zeldanerdster,@AdamSessler Glad to see you here too! My gaming heroes are just falling into my electronic lap. 
Negative,2184393152,Mon Jun 15 15:50:40 PDT 2009,NO_QUERY,Michon93,"i had my first final exam this morning and it was math.i guess it was okay. i just hope i pass. bad thing is, im getting sick. "
Negative,1832771502,Sun May 17 21:27:52 PDT 2009,NO_QUERY,AnguisetteAntha,Thinks that @Bria_Jane @troyboywonder1 and @indierockboy should bring me some food from McDonalds. 'cuz I'm fully empty and sad 
Negative,2202821182,Tue Jun 16 22:28:45 PDT 2009,NO_QUERY,laurenmcartney,@wakeup_maggie aaw i just went on  next time...
Positive,1882522812,Fri May 22 07:01:32 PDT 2009,NO_QUERY,hilzfuld,"@nivcalderon Hehe, ask @dvirreznik, he knows exactly how to get here. Oh right, he already gave back the Alfa  Oh well, next time..."
Negative,2051664881,Fri Jun 05 22:30:59 PDT 2009,NO_QUERY,bhumilharia,"390 kb of 55.1 mb, 1 hour 7 min remaining...sigh. "
Positive,1979049948,Sun May 31 01:26:11 PDT 2009,NO_QUERY,umberrella,my sunday morning 12&quot; chill out vinyl is : Paul Young - The secret of association! 
Positive,1834631815,Mon May 18 03:40:02 PDT 2009,NO_QUERY,davidswords,Found some internets.....finally!!! Just hanging out with one of my old school friends. Claremorris sleey as always 
Negative,1991792513,Mon Jun 01 07:40:22 PDT 2009,NO_QUERY,corinnecarreras,Has a mean mommy  laughing at your daughter when she hurt... Lol time for school... Barf.
Negative,1971140063,Sat May 30 06:19:39 PDT 2009,NO_QUERY,xEMVx,Ugh running late  just showing now...
Negative,2189479393,Tue Jun 16 00:07:41 PDT 2009,NO_QUERY,Ditto_Lovato,@jamieed where in wales u from? U r soo lucky u saw jb last night. My parents wont drive me to england! 
Negative,2230895925,Thu Jun 18 17:45:31 PDT 2009,NO_QUERY,skoosie,I keep forgetting I have a dentist appointment tomorrow 
Positive,1992499062,Mon Jun 01 08:51:08 PDT 2009,NO_QUERY,kitty87228,#musicmonday Incomplete - The Last Goodnight! 
Positive,1995852335,Mon Jun 01 14:08:51 PDT 2009,NO_QUERY,xtremesteveS,@SQDATRUTH where you from...ya''l call it pop? 
Positive,2063888971,Sun Jun 07 04:28:16 PDT 2009,NO_QUERY,PennOlson,http://bit.ly/2BVQJ Ten Cars Teens Want Most! (via @ForbesNews) wow  (via @AsiaBrands)
Negative,2055713969,Sat Jun 06 09:49:19 PDT 2009,NO_QUERY,MeganThurman,@chatvert182 Im sorry  I was the opposite. I woke up too early and couldn't go back to sleep.
Positive,2061378778,Sat Jun 06 20:44:42 PDT 2009,NO_QUERY,AkaOMiru,Hee hee - finally got a chance to see the episode of &quot;Waking the Dead&quot; that my bro was in 
Positive,1685426526,Sun May 03 00:20:27 PDT 2009,NO_QUERY,v61arbilac,Post Edited: Kampfhund  (#url#) http://cli.gs/4JZX8g
Negative,2062163511,Sat Jun 06 22:29:43 PDT 2009,NO_QUERY,LuxuriousTax,@Great1Stan 
Negative,2301163768,Tue Jun 23 15:04:57 PDT 2009,NO_QUERY,randymatheson,"@flashlight - i've been there in worse ways, trying to fit ENG, FRE &amp; SPA directions of use onto a Preparation H packaging design "
Negative,1573378369,Tue Apr 21 00:53:55 PDT 2009,NO_QUERY,Bridget_the1,Can't sleep at all.....third night in a row 
Negative,1983352428,Sun May 31 12:59:43 PDT 2009,NO_QUERY,DarJon,No way! 9:00PM already?!! Gah - school tomorrow! 
Positive,1955984876,Thu May 28 20:58:30 PDT 2009,NO_QUERY,patriciaco,"@Chantaaalex I guress i'm not alone then.  Haha. Same problem for me, i don't have time to watch it. Let's just buy DVD!"
Negative,1985750367,Sun May 31 17:42:08 PDT 2009,NO_QUERY,Giulibabby96,Last day of brownies 
Positive,2060174298,Sat Jun 06 18:24:10 PDT 2009,NO_QUERY,mikeyrocks08,@AngelNatalia heyy 
Positive,2052416965,Sat Jun 06 00:39:34 PDT 2009,NO_QUERY,spikemeo4,http://www.youtube.com/user/jessforsh if you're bored... check it.. 
Positive,1754629034,Sun May 10 06:54:04 PDT 2009,NO_QUERY,xilovemyfriendx,is its mothers day! 
Negative,2048410645,Fri Jun 05 15:09:20 PDT 2009,NO_QUERY,wolfmechanics,"@bizzar528 good luck! dieting is miserable  i keep losing and gaining the same 15 pounds, lol."
Positive,1974810234,Sat May 30 13:53:08 PDT 2009,NO_QUERY,kathyxxxx,@lauren_mcm if your looking for some edward pics theres some on the spin website. 
Positive,2061397868,Sat Jun 06 20:47:06 PDT 2009,NO_QUERY,ADAMVONSTAR,"@alyssataryn - PUT THOES MOTHER FUCKING PHOTOS UP, NOW!! "
Positive,2059065390,Sat Jun 06 16:10:38 PDT 2009,NO_QUERY,Sageallen,Lol i just calleD myself good people Haha. Anyways um yea your too good and smart you should write a book wise excerpts by sarina  lol
Positive,1974444360,Sat May 30 13:08:58 PDT 2009,NO_QUERY,ShannonPillis,@davebarnesmusic ...and your youtube videos. haha you're awesome- keep it up! 
Positive,1963465625,Fri May 29 12:45:52 PDT 2009,NO_QUERY,michxox,Mommy should of not given me her credit card 
Negative,1955991131,Thu May 28 20:59:10 PDT 2009,NO_QUERY,killerrawr,@AmazingCircus your site looks gorgeous!  but the resources link doesn't work. 
Negative,1982150466,Sun May 31 10:37:44 PDT 2009,NO_QUERY,MarijuanaTunes,It's a rare Dry Day for me  - Chief Greenbud - Dry Day..http://bit.ly/11w1Z  â« http://blip.fm/~7drhm
Positive,2011543316,Tue Jun 02 19:11:04 PDT 2009,NO_QUERY,LadyProducHer,@MsReign  I don't think she realizes it... cause we still tweet away... lol
Positive,1564435626,Mon Apr 20 03:28:53 PDT 2009,NO_QUERY,Kaycheer27,the weather is gorgeous 
Negative,2250611172,Sat Jun 20 00:59:56 PDT 2009,NO_QUERY,DANyess,"Omg, so addicted to Fate / Stay Night. So sad at who died in episode 14 "
Negative,2261693377,Sat Jun 20 21:11:36 PDT 2009,NO_QUERY,Aanga,In some pain. But not the &quot;oh so good&quot; kind. 
Negative,1676666866,Fri May 01 22:46:09 PDT 2009,NO_QUERY,_twee,@mslisanguyen Thanks! Wish you were you were coming out. 
Negative,1559645012,Sun Apr 19 11:40:56 PDT 2009,NO_QUERY,elleamery,@saskiawalker poor you! Stinky BBQ fumes are no fun 
Positive,2070504243,Sun Jun 07 17:48:43 PDT 2009,NO_QUERY,govegandotnet,@janewiedlin http://twitpic.com/6v49i - I can't tell which end is which with the pup on the right.  
Negative,1970568380,Sat May 30 04:23:13 PDT 2009,NO_QUERY,tazziebabes,today is getting worse and worse! need to fix the paint on my car!  think im guna start living in a bubble wrap world!
Negative,2236485420,Fri Jun 19 03:49:43 PDT 2009,NO_QUERY,Krispyb,"@ThisisDavina Davina, I shall be standing at my usual spot by the stairs...please may I have your cue cards? "
Positive,1833901359,Mon May 18 00:52:20 PDT 2009,NO_QUERY,CincauHangus,@royalshortness submit 
Negative,2244971923,Fri Jun 19 15:28:34 PDT 2009,NO_QUERY,leighsmusic,@kirstiealley it's rain n winter here 
Positive,2188990610,Mon Jun 15 23:00:09 PDT 2009,NO_QUERY,HollywoodMom,"@MarkBrunetz but the Very Best part of @the_hangover was Jordan as the flower girl, who btw thinks you're the best part of Clean House "
Negative,1984201380,Sun May 31 14:38:23 PDT 2009,NO_QUERY,Abbbbyyy,@vicjustice my twitter's being dumb too it won't let me add a picture  it's so annoying!!!!
Negative,2288710387,Mon Jun 22 19:31:01 PDT 2009,NO_QUERY,KristaDurette,"@ali85035 RIGHT ON GIRL! poor guy, crying in his video "
Positive,1676954357,Fri May 01 23:51:17 PDT 2009,NO_QUERY,SilviaEmilia,morning to my 300 followers  thanks for being interested in my updates. more #happymaking will follow   www.happymaking4u.blogspot.com
Positive,1564959182,Mon Apr 20 05:29:07 PDT 2009,NO_QUERY,GREENBAYPK4,"Good morning Tweeters  It's a cold/rainy day here in CHI. Have an awesome day, be safe, and share a smile. It warms the heart. Tootles "
Negative,1755700453,Sun May 10 09:48:25 PDT 2009,NO_QUERY,Deejaywilliams,"Watching the football, oh dear! Arsenal are having a bad day again. 4-1 down at home! that has got to hurt big time "
Positive,2061922277,Sat Jun 06 21:55:15 PDT 2009,NO_QUERY,Madalys,doing jumping jacks 
Positive,2176836828,Mon Jun 15 04:52:13 PDT 2009,NO_QUERY,orpheus1song,@Cafana989 omg we have almost the same name XDD it's pronounced the same though 
Negative,2191517173,Tue Jun 16 05:26:28 PDT 2009,NO_QUERY,foodingaparis,coffee w/sugar 
Positive,2003352533,Tue Jun 02 06:22:40 PDT 2009,NO_QUERY,shuriy,love Dave Matthews Band Live on Hulu.com 
Positive,2054379673,Sat Jun 06 07:13:23 PDT 2009,NO_QUERY,neeshaaaa,"@buckhollywood its Sex AND the City  &amp;i can't stop rewatching the seasons, i LOVE that show!"
Negative,2050404798,Fri Jun 05 18:36:33 PDT 2009,NO_QUERY,Kellye9,@k8wolfe http://twitpic.com/6pntj - I MISS MY BEAR!!!! 
Negative,2179868880,Mon Jun 15 09:41:41 PDT 2009,NO_QUERY,domynoe,Obviously no CR. 
Positive,2191019750,Tue Jun 16 04:19:39 PDT 2009,NO_QUERY,oliviaistaken,Watching NCIS  Love
Positive,1971766057,Sat May 30 07:51:02 PDT 2009,NO_QUERY,mstagc,6 Days til DISNEY WORLD!!!!  YIPPEEE!!!
Negative,2256376485,Sat Jun 20 12:40:54 PDT 2009,NO_QUERY,oliviaaustin,missing my friends that are on holiday in #italy without me.  
Negative,1972945510,Sat May 30 10:10:58 PDT 2009,NO_QUERY,xHollyy,"@carlosftw okay, ty! (: i really dont want Suan to win, but it's so obvious she will. its just a shame as shes already got her fame!  grr"
Positive,2058861192,Sat Jun 06 15:46:28 PDT 2009,NO_QUERY,xtnblue,"@mbotelho54 gosto da tua mÃºsica, vou ouvir a tua playlist agora  thank you for the music ;)"
Positive,1880364813,Fri May 22 00:59:10 PDT 2009,NO_QUERY,maddisondesigns,@svgrob Definately. I don't think you'll be disappointed. 
Negative,2253363276,Sat Jun 20 08:02:41 PDT 2009,NO_QUERY,snowyparadise,cant go to edgefest till tonite  hopefully it'll be nicer by then ...have fun @princessbaibai!!
Negative,2192835683,Tue Jun 16 07:37:12 PDT 2009,NO_QUERY,LilClarey,"had biology exam,. it was pips (Y) x lol chemistry and phis to go  not so good at those coz quite frankly i aint interested in them XD"
Positive,1976845936,Sat May 30 19:16:32 PDT 2009,NO_QUERY,shariselw,@Melanie0801 sure does...i'd foul him!! 
Negative,1975822056,Sat May 30 15:58:42 PDT 2009,NO_QUERY,faryl,"I ate too much sugar @ #bcsd5   (Come for the networking, stay for the sweetened iced tea)"
Negative,2218889940,Wed Jun 17 23:21:13 PDT 2009,NO_QUERY,willybb33,@DavidBeKing nothing. 
Positive,2191715527,Tue Jun 16 05:50:09 PDT 2009,NO_QUERY,sassisassi,"Sakit menjurus ke demam berdarahh teman2kuu, di RSPC. Thank you doanya yaa! Doain gue ga lama2 di rmh sakitnya yaa "
Negative,2233233189,Thu Jun 18 21:02:00 PDT 2009,NO_QUERY,tyycece,Here with my cuz finally texting aaron but taking a long time to text me 
Negative,1932995291,Tue May 26 22:43:31 PDT 2009,NO_QUERY,AzzyM,"Hey, new at twitter! What's up? I'm so bored, ugh "
Positive,1976337008,Sat May 30 17:06:22 PDT 2009,NO_QUERY,battgirl917,stole a smoothie today  haha i'm such a rebel!
Negative,2247429456,Fri Jun 19 19:05:06 PDT 2009,NO_QUERY,tiaramarocco,I wish i was at The Roxy watching @thejohnset and all my favorite bands 
Negative,2299982190,Tue Jun 23 13:35:13 PDT 2009,NO_QUERY,bindubalan,Errands- gloomy day in ny 
Negative,1693803646,Sun May 03 23:50:40 PDT 2009,NO_QUERY,the_randomist,@taylortighten *nuzzle* I dun like me not having my phone neither.  my pocket is nakid.
Negative,2213259025,Wed Jun 17 15:08:15 PDT 2009,NO_QUERY,tymeeyuh,"errrgh , eating too much ranch makes me sick "
Positive,2180725589,Mon Jun 15 10:51:37 PDT 2009,NO_QUERY,siyaadah,...just in a &quot;hey that looks great!&quot; way 
Positive,1971030562,Sat May 30 06:00:39 PDT 2009,NO_QUERY,Al_Niyat,@Di_McD @chriscornell Id say go to bed and rest before 
Negative,1687062004,Sun May 03 07:39:06 PDT 2009,NO_QUERY,bassyc,"@rahuljrark Go,go with MI once again now..KKR again lost..WTF!!! "
Negative,1977745875,Sat May 30 21:36:59 PDT 2009,NO_QUERY,manyak77,"Today: My bank told me I have fraud charges on my acct. All $ is gone. Zero balance, my card had to be closed. Annoyed comes to mind. "
Negative,2064529067,Sun Jun 07 06:30:58 PDT 2009,NO_QUERY,wafflepony,"Blueticket is gay. REPLY TO MY BLOODY EMAIL ALREADY, DAMMIT! "
Negative,2260371943,Sat Jun 20 19:06:35 PDT 2009,NO_QUERY,BBsWORLD,@Pura_Candela awwww my poor babie still aint got better yet???  
Negative,2203077090,Tue Jun 16 22:59:05 PDT 2009,NO_QUERY,attentionelly,I broke two dishes :/..I cut my finger 
Positive,2189644394,Tue Jun 16 00:32:11 PDT 2009,NO_QUERY,hioushiouri,@JasmineAtAnimax : konnichiWa! im very glad that you guys released Kyou Kara Maoh Season 2! now i can continue! thankS Jasmine-saN! 
Positive,1825634693,Sun May 17 06:22:06 PDT 2009,NO_QUERY,s3xcsara,@gingy23 haha yeh i go crazy on twitter haha nah we rnt together but we still talk n r close yeah i did dad bought it 4 me 
Negative,2031346014,Thu Jun 04 09:41:12 PDT 2009,NO_QUERY,debz957,does not have any plans of going to bed until this Pedia topics are done.  http://plurk.com/p/ygb7r
Negative,1978056261,Sat May 30 22:19:55 PDT 2009,NO_QUERY,Steplight,just go donce havin a whole bunch of fun wit C &amp; R... now work 
Negative,2049019982,Fri Jun 05 16:09:34 PDT 2009,NO_QUERY,cryst_trueblue,@nikkeebear aww it seems to  hate everyone 2night 
Positive,2187114614,Mon Jun 15 19:48:41 PDT 2009,NO_QUERY,OATthebook,From OAT! the book &quot;Perfection is an illusion. It was created to maintain the status quo &quot;  True story ..  
Positive,2176481841,Mon Jun 15 03:59:45 PDT 2009,NO_QUERY,susanatango,Delighted to confirm that Bloodaxe will be publishing the Complete Works anthology! Working on showcase now 
Negative,2177967959,Mon Jun 15 06:59:44 PDT 2009,NO_QUERY,SaBi_94,making a PowerPoint presentation 
Negative,1695046938,Mon May 04 05:01:57 PDT 2009,NO_QUERY,Streyeder,Bad way to start a Monday. No weight lost this week  No more getting lured into drinking and eating by roommates. Gotta strap back in. :-/
Positive,1469761233,Tue Apr 07 07:20:30 PDT 2009,NO_QUERY,kaileebrown,shiatsu massage chair is a major WIN this morning 
Negative,1975864219,Sat May 30 16:04:06 PDT 2009,NO_QUERY,brianwelburn,Checking lotto numbers * fingers crossed ! * 
Positive,1974414162,Sat May 30 13:05:19 PDT 2009,NO_QUERY,xNickyxByrnex,@Dorkus_ I think AIDAN will win it 
Positive,1753331750,Sun May 10 01:07:27 PDT 2009,NO_QUERY,ashleamoon,@alannahclaire my your rather random. 
Positive,2055461601,Sat Jun 06 09:21:34 PDT 2009,NO_QUERY,alexrellosa,"While the other side of the world wakes up, I bid goodnight to everyone. BYE. "
Negative,2265999433,Sun Jun 21 07:42:52 PDT 2009,NO_QUERY,sparklykimmy,I'm so borrrred!! Nothing to do 
Negative,1754231835,Sun May 10 05:30:43 PDT 2009,NO_QUERY,CheShA,@mofgimmers: @dougstanhope he's pretty quiet though 
Negative,2215471668,Wed Jun 17 18:11:12 PDT 2009,NO_QUERY,pbarrow,"@JenCbus @Christina_Lynn Glad you enjoyed Ringside, sorry you got ticketed! They're ruthless down there, aren't they! "
Positive,2063889665,Sun Jun 07 04:28:25 PDT 2009,NO_QUERY,PictureYourLife,Time to make pancakes for breakie 
Negative,1759571829,Sun May 10 19:30:35 PDT 2009,NO_QUERY,KuroCha,@nyet_iet ah shit you not  ...c-coughing? are you alright pffftt
Positive,1986371108,Sun May 31 18:44:45 PDT 2009,NO_QUERY,aleksandrapaige,"you don't like me? ya, well honey I'm not a big fan of yours either. "
Negative,1970496397,Sat May 30 04:06:00 PDT 2009,NO_QUERY,mccoylaura,Feelin kinda blah. I have a bit of a headache and I'm missing Tony 
Positive,1694606218,Mon May 04 03:22:48 PDT 2009,NO_QUERY,aaaaayushi,@coollike toy story pwns 
Positive,1793354494,Thu May 14 02:22:11 PDT 2009,NO_QUERY,blasha,"@DiiLee then get another number only for u, family and friends "
Negative,2069023800,Sun Jun 07 15:07:29 PDT 2009,NO_QUERY,nicolextee,"I am such a downer.  i should be happy, but i am far from it."
Positive,1977170600,Sat May 30 20:16:52 PDT 2009,NO_QUERY,SpiritCoachRene,@jodymal thanks for the #FF next mastermind I'd like some more info on the benefits of FF - I don't quite understand it's purpose yet  
Negative,1956761722,Thu May 28 22:37:29 PDT 2009,NO_QUERY,applegamble,doesn't want to leave Star Records yet. 
Positive,2013113087,Tue Jun 02 21:56:56 PDT 2009,NO_QUERY,i_am_a_monster,@lizzicleromance it's so long! 0_0 I'll get to it though...eventually  Im sure im going to love it!
Negative,2217695735,Wed Jun 17 21:14:37 PDT 2009,NO_QUERY,emilyabigail,"My favorite pair of jeans just ripped in the crotch. What a sad, sad moment. "
Positive,1933149943,Tue May 26 23:07:34 PDT 2009,NO_QUERY,BradSCarlson,It's been a MAGICal night 
Positive,2190317940,Tue Jun 16 02:23:02 PDT 2009,NO_QUERY,MarissaMascaro,got molested by her boyfriend on the way into the bedroom .... whoops! hehehehe  BIG SMILE 
Negative,2052943064,Sat Jun 06 02:38:36 PDT 2009,NO_QUERY,BrummieAllan,Should be building a conservatory but it's pissing down.   
Positive,2191019879,Tue Jun 16 04:19:40 PDT 2009,NO_QUERY,macguyinnc,"@dhowell Thanks, Denise. I totally understand where you're coming from, and I appreciate the nudge in the right direction.  "
Positive,1969923061,Sat May 30 01:44:50 PDT 2009,NO_QUERY,miyagawa,back home in SF thanks to @naan 
Negative,2174705724,Sun Jun 14 23:07:44 PDT 2009,NO_QUERY,jayxtee,@omgtaylord me too. 
Negative,2051138415,Fri Jun 05 19:56:01 PDT 2009,NO_QUERY,Justjulie78,I have been driving since 8 and now im stopped at a train  poo on me.
Negative,1989687771,Mon Jun 01 02:26:59 PDT 2009,NO_QUERY,ClarineV,Doing my essays on summer. Sux 
Negative,2253672626,Sat Jun 20 08:33:30 PDT 2009,NO_QUERY,imMAYza,is alone at TOOK Lea Dee...Ble is changed his mind in a last minute... 
Positive,1685239703,Sat May 02 23:34:41 PDT 2009,NO_QUERY,meganhaney07,is headin' to la la land....night everyone 
Positive,1969438201,Sat May 30 00:02:21 PDT 2009,NO_QUERY,tophatdog,"@FINALLEVEL I bet that MAC is faster than your first car, too! "
Positive,2049968310,Fri Jun 05 17:49:35 PDT 2009,NO_QUERY,rockchick_30,@Honesty666 lol. i totally agree with your rant by the way! 
Negative,2250122692,Fri Jun 19 23:45:22 PDT 2009,NO_QUERY,Ajavyn,"Well, Nadal is out, 15th for Federer? *Crosses fingers*  Debating on seeing Chelsea or Coldplay...tough decision "
Positive,2053600967,Sat Jun 06 05:06:38 PDT 2009,NO_QUERY,freckle_freckle,@Serenade13 @ttaasshhaa  are you's home now? how'd it go 
Negative,2227437008,Thu Jun 18 13:11:42 PDT 2009,NO_QUERY,LuckyStar__X,@elliotminor so unfair I can't see yous 
Negative,1695538522,Mon May 04 06:22:52 PDT 2009,NO_QUERY,girlsaloudmedia,@zigazighasite oh no thats annoying babes 
Positive,2053123949,Sat Jun 06 03:22:01 PDT 2009,NO_QUERY,mini_ritz,@HarleyNK I love it too 
Negative,2071496759,Sun Jun 07 19:29:34 PDT 2009,NO_QUERY,william9999,@mileyycyrus_ hey y u don't talk to me on ur other twitter account @MileyyCyyrus ? 
Positive,2001710258,Tue Jun 02 01:48:24 PDT 2009,NO_QUERY,ShayRachmani,"Just got a &quot;twitter blue screen&quot;, saying Twitter is overloaded - try again later "
Negative,2263872890,Sun Jun 21 02:03:55 PDT 2009,NO_QUERY,toddontwitt,@NigeriaNubian damn that sux...I hate overnight shifts 
Negative,2264240077,Sun Jun 21 03:13:45 PDT 2009,NO_QUERY,atilyard,Sunday nite  always tough
Negative,2265404696,Sun Jun 21 06:30:31 PDT 2009,NO_QUERY,tonieadeola,"Revising, wish I was filming somewhere "
Positive,1998819675,Mon Jun 01 19:10:35 PDT 2009,NO_QUERY,ShaddixXx,@CinDLicious and how r u? ;) didnt c u on msn last week 
Positive,1968354034,Fri May 29 21:15:49 PDT 2009,NO_QUERY,annaluvsmiley,@mitchelmusso: june 2nd 
Positive,2050362008,Fri Jun 05 18:32:01 PDT 2009,NO_QUERY,justALTNOY,good morning.  i'm having a bit of a headache. :| )
Positive,2177601239,Mon Jun 15 06:23:21 PDT 2009,NO_QUERY,CherylSmith999,@MichaelHyatt you're so patient with waiting. 
Positive,1992873157,Mon Jun 01 09:27:42 PDT 2009,NO_QUERY,vmwarearmy,@toudin @nevinlyne @toudin Sorry I missed you guys in MN - just saw your tweets  - tend to turn off twitter once pints are ordered 
Negative,1978208680,Sat May 30 22:43:07 PDT 2009,NO_QUERY,CJ_guitar_girl,grrr tied down with exam study!! 
